ID,Departamento,Municipio,Tipo_Dato,Tipo_Indicador,Código_Unico,Indicador,Indicador_Des,Fuente,Descripcion_corta,Valor,Valor_Texto,Cod_Dep,Depto,Codigo_Mun,Latitude,Longitude,Geo
302,Quiché,Cunén,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,12.05,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
303,Quiché,Uspantán,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,15.95,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
304,Huehuetenango,Depto. Huehuetenango,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,14.52,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
305,Huehuetenango,Santa Cruz Barillas,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,11.23,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
306,Huehuetenango,San Mateo Ixtatán,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,10.38,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
307,Huehuetenango,Santa Eulalia,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,11.76,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
308,Huehuetenango,San Pedro Soloma,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,16.42,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
309,Huehuetenango,Todos Santos Cuchumatán,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,14.81,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
310,Huehuetenango,Chiantla,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,12.21,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
311,Huehuetenango,Cuilco,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,14.68,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
312,Huehuetenango,Jacaltenango,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,14.49,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
313,Huehuetenango,La Democracia,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,13.63,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
314,Huehuetenango,La Libertad,Demografía,Año de partida del migrante,0029,% con año de partida 2016,% partió en 2016,Censo 2018,% 2016,13.79,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
315,Quiché,Depto. Quiché,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,13.62,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
316,Quiché,Nebaj,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,15.08,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
317,Quiché,Cotzal,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,21.62,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
318,Quiché,Chajul,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,23.3,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
319,Quiché,Cunén,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,11.82,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
320,Quiché,Uspantán,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,27.33,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
321,Huehuetenango,Depto. Huehuetenango,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,13.84,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
322,Huehuetenango,Santa Cruz Barillas,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,12.65,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
323,Huehuetenango,San Mateo Ixtatán,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,10.2,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
324,Huehuetenango,Santa Eulalia,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,12.64,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
325,Huehuetenango,San Pedro Soloma,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,14.08,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
326,Huehuetenango,Todos Santos Cuchumatán,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,13.62,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
327,Huehuetenango,Chiantla,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,10.14,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
328,Huehuetenango,Cuilco,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,13.85,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
329,Huehuetenango,Jacaltenango,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,9.11,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
330,Huehuetenango,La Democracia,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,13.55,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
331,Huehuetenango,La Libertad,Demografía,Año de partida del migrante,0030,% con año de partida 2017,% partió en 2017,Censo 2018,% 2017,17.76,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
332,Quiché,Depto. Quiché,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,12.32,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
333,Quiché,Nebaj,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,9.71,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
334,Quiché,Cotzal,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,7.21,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
335,Quiché,Chajul,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,22.21,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
336,Quiché,Cunén,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,16.36,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
337,Quiché,Uspantán,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,20.97,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
338,Huehuetenango,Depto. Huehuetenango,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,13.91,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
339,Huehuetenango,Santa Cruz Barillas,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,14.61,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
340,Huehuetenango,San Mateo Ixtatán,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,11.9,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
341,Huehuetenango,Santa Eulalia,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,13.17,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
342,Huehuetenango,San Pedro Soloma,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,17.84,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
343,Huehuetenango,Todos Santos Cuchumatán,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,12.33,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
344,Huehuetenango,Chiantla,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,14.22,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
345,Huehuetenango,Cuilco,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,15.55,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
346,Huehuetenango,Jacaltenango,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,10.45,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
347,Huehuetenango,La Democracia,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,17.83,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
348,Huehuetenango,La Libertad,Demografía,Año de partida del migrante,0031,% con año de partida 2018,% partió en 2018,Censo 2018,% 2018,18.45,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
349,Quiché,Depto. Quiché,Salud Indicadores,Uso de servicios,0032,% con barrera de acceso por dinero para el tratamiento,% con barrera de acceso por dinero para el tratamiento,ENSMI 2014,,64,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
350,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Uso de servicios,0032,% con barrera de acceso por dinero para el tratamiento,% con barrera de acceso por dinero para el tratamiento,ENSMI 2014,,70.3,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
351,Quiché,Depto. Quiché,Salud Indicadores,Uso de servicios,0033,% con barrera de acceso por distancia,% con barrera de acceso por distancia,ENSMI 2014,,47.4,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
352,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Uso de servicios,0033,% con barrera de acceso por distancia,% con barrera de acceso por distancia,ENSMI 2014,,56,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
353,Quiché,Depto. Quiché,Salud Indicadores,Uso de servicios,0034,% con barrera de acceso por no querer ir sola,% con barrera de acceso por no querer ir sola,ENSMI 2014,,38,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
354,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Uso de servicios,0034,% con barrera de acceso por no querer ir sola,% con barrera de acceso por no querer ir sola,ENSMI 2014,,41.8,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
355,Quiché,Depto. Quiché,Salud Indicadores,Uso de servicios,0035,% con barrera de acceso por permiso para asistir,% con barrera de acceso por permiso para asistir,ENSMI 2014,,21.6,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
356,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Uso de servicios,0035,% con barrera de acceso por permiso para asistir,% con barrera de acceso por permiso para asistir,ENSMI 2014,,23.9,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
357,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional <24 meses (%),0036,"% con desnutrición aguda (-2 DE peso para talla), niños <24 meses","% con desnutrición aguda (-2 DE peso para talla), niños <24 meses",ENSMI 2014,,60,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
358,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional <24 meses (%),0036,"% con desnutrición aguda (-2 DE peso para talla), niños <24 meses","% con desnutrición aguda (-2 DE peso para talla), niños <24 meses",ENSMI 2014,,90,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
359,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional<5 años,0037,"% con desnutrición aguda (-2 DE peso para talla), niños<5 años","% con desnutrición aguda (-2 DE peso para talla), niños<5 años",ENSMI 2014,,20,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
360,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional<5 años,0037,"% con desnutrición aguda (-2 DE peso para talla), niños<5 años","% con desnutrición aguda (-2 DE peso para talla), niños<5 años",ENSMI 2014,,40,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
361,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional <24 meses (%),0038,"% con desnutrición aguda severa (-<3 DE peso para talla), niños <24 meses","% con desnutrición aguda severa (-<3 DE peso para talla), niños <24 meses",ENSMI 2014,,0,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
362,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional <24 meses (%),0038,"% con desnutrición aguda severa (-<3 DE peso para talla), niños <24 meses","% con desnutrición aguda severa (-<3 DE peso para talla), niños <24 meses",ENSMI 2014,,0,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
363,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional<5 años,0039,"% con desnutrición aguda severa (-<3 DE peso para talla), niños<5 años","% con desnutrición aguda severa (-<3 DE peso para talla), niños<5 años",ENSMI 2014,,0,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
364,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional<5 años,0039,"% con desnutrición aguda severa (-<3 DE peso para talla), niños<5 años","% con desnutrición aguda severa (-<3 DE peso para talla), niños<5 años",ENSMI 2014,,0,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
365,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional <24 meses (%),0040,"% con desnutrición crónica (-<2 DE peso para edad), niños <24 meses","% con desnutrición crónica (-<2 DE peso para edad), niños <24 meses",ENSMI 2014,,16.5,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
366,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional <24 meses (%),0040,"% con desnutrición crónica (-<2 DE peso para edad), niños <24 meses","% con desnutrición crónica (-<2 DE peso para edad), niños <24 meses",ENSMI 2014,,18.4,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
367,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional<5 años,0041,"% con desnutrición crónica (-<2 DE peso para edad), niños<5 años","% con desnutrición crónica (-<2 DE peso para edad), niños<5 años",ENSMI 2014,,2.3,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
368,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional<5 años,0041,"% con desnutrición crónica (-<2 DE peso para edad), niños<5 años","% con desnutrición crónica (-<2 DE peso para edad), niños<5 años",ENSMI 2014,,21.4,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
369,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional <24 meses (%),0042,"% con desnutrición crónica (-<2 DE talla para edad), niños <24 meses","% con desnutrición crónica (-<2 DE talla para edad), niños <24 meses",ENSMI 2014,,57.9,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
370,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional <24 meses (%),0042,"% con desnutrición crónica (-<2 DE talla para edad), niños <24 meses","% con desnutrición crónica (-<2 DE talla para edad), niños <24 meses",ENSMI 2014,,63.1,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
371,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional<5 años,0043,"% con desnutrición crónica (-<2 DE talla para edad), niños<5 años","% con desnutrición crónica (-<2 DE talla para edad), niños<5 años",ENSMI 2014,,68.7,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
372,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional<5 años,0043,"% con desnutrición crónica (-<2 DE talla para edad), niños<5 años","% con desnutrición crónica (-<2 DE talla para edad), niños<5 años",ENSMI 2014,,67.7,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
373,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional <24 meses (%),0044,"% con desnutrición crónica severa (-<3 DE talla para edad), niños <24 meses","% con desnutrición crónica severa (-<3 DE talla para edad), niños <24 meses",ENSMI 2014,,23.6,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
374,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional <24 meses (%),0044,"% con desnutrición crónica severa (-<3 DE talla para edad), niños <24 meses","% con desnutrición crónica severa (-<3 DE talla para edad), niños <24 meses",ENSMI 2014,,32.3,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
375,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional<5 años,0045,"% con desnutrición crónica severa (-<3 DE talla para edad), niños<5 años","% con desnutrición crónica severa (-<3 DE talla para edad), niños<5 años",ENSMI 2014,,27.3,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
376,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional<5 años,0045,"% con desnutrición crónica severa (-<3 DE talla para edad), niños<5 años","% con desnutrición crónica severa (-<3 DE talla para edad), niños<5 años",ENSMI 2014,,34,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
377,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional <24 meses (%),0046,"% con desnutrición global severa (-<3 DE peso para edad), niños <24 meses","% con desnutrición global severa (-<3 DE peso para edad), niños <24 meses",ENSMI 2014,,2.1,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
378,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional <24 meses (%),0046,"% con desnutrición global severa (-<3 DE peso para edad), niños <24 meses","% con desnutrición global severa (-<3 DE peso para edad), niños <24 meses",ENSMI 2014,,6,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
379,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional<5 años,0047,"% con desnutrición global severa (-<3 DE peso para edad), niños<5 años","% con desnutrición global severa (-<3 DE peso para edad), niños<5 años",ENSMI 2014,,4.8,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
380,Quiché,Depto. Quiché,Salud Indicadores,Lactancia materna inicial,0048,% con duración mediana lactancia predominante,% con duración mediana lactancia predominante,ENSMI 2014,,6.2,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
381,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Lactancia materna inicial,0048,% con duración mediana lactancia predominante,% con duración mediana lactancia predominante,ENSMI 2014,,4.3,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
382,Quiché,Depto. Quiché,Salud Indicadores,Lactancia materna inicial,0049,% con duración mediana LME,% con duración mediana LME,ENSMI 2014,,5.4,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
383,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Lactancia materna inicial,0049,% con duración mediana LME,% con duración mediana LME,ENSMI 2014,,3.4,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
384,Quiché,Depto. Quiché,Salud Indicadores,Lactancia materna inicial,0050,% con duración total de la lactancia,% con duración total de la lactancia,ENSMI 2014,,23.9,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
385,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Lactancia materna inicial,0050,% con duración total de la lactancia,% con duración total de la lactancia,ENSMI 2014,,23.3,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
386,Quiché,Depto. Quiché,Salud Indicadores,Alimentación complementaria niños 6-23 meses,0051,% con lactancia continuada/productos lácteos,% con lactancia continuada/productos lácteos,ENSMI 2014,,91.6,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
387,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Alimentación complementaria niños 6-23 meses,0051,% con lactancia continuada/productos lácteos,% con lactancia continuada/productos lácteos,ENSMI 2014,,91.1,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
388,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional<5 años,0052,% con peso para talla >+2 DE,% con peso para talla >+2 DE,ENSMI 2014,,4.6,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
389,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional<5 años,0052,% con peso para talla >+2 DE,% con peso para talla >+2 DE,ENSMI 2014,,4.9,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
390,Quiché,Depto. Quiché,Salud Indicadores,Estado nutricional <24 meses (%),0053,"% con peso para talla >+2D, niños <24 meses","% con peso para talla >+2D, niños <24 meses",ENSMI 2014,,9.3,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
391,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Estado nutricional <24 meses (%),0053,"% con peso para talla >+2D, niños <24 meses","% con peso para talla >+2D, niños <24 meses",ENSMI 2014,,8.3,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
392,Quiché,Depto. Quiché,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,67.7,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
393,Quiché,Nebaj,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,56,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
394,Quiché,Cotzal,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,55.5,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
395,Quiché,Chajul,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,48,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
396,Quiché,Cunén,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,81,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
397,Quiché,Uspantán,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,90,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
398,Huehuetenango,Depto. Huehuetenango,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,72.04,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
399,Huehuetenango,Santa Cruz Barillas,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,83,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
400,Huehuetenango,San Mateo Ixtatán,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,65.56,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
401,Huehuetenango,Santa Eulalia,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,91.24,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
402,Huehuetenango,San Pedro Soloma,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,71.11,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
403,Huehuetenango,Todos Santos Cuchumatán,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,98.09,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
404,Huehuetenango,Chiantla,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,91.76,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
405,Huehuetenango,Cuilco,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,96.37,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
406,Huehuetenango,Jacaltenango,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,39.38,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
407,Huehuetenango,La Democracia,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,58.25,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
408,Huehuetenango,La Libertad,Demografía,Residencia,0054,% con residencia Rural,% con residencia rural,Censo 2018,% rural,83.74,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
409,Quiché,Depto. Quiché,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,32.3,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
410,Quiché,Nebaj,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,44,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
411,Quiché,Cotzal,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,44.5,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
412,Quiché,Chajul,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,52,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
413,Quiché,Cunén,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,19,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
414,Quiché,Uspantán,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,10,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
415,Huehuetenango,Depto. Huehuetenango,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,27.96,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
416,Huehuetenango,Santa Cruz Barillas,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,17.02,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
417,Huehuetenango,San Mateo Ixtatán,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,34.44,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
418,Huehuetenango,Santa Eulalia,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,8.76,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
419,Huehuetenango,San Pedro Soloma,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,28.89,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
420,Huehuetenango,Todos Santos Cuchumatán,Demografía,Residencia,0055,% con residencia Urbana,% con residencia urbana,Censo 2018,% urbana,1.91,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
